applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A00895,41,Male,White,89862.0,698.0,0.415,7.9,12220.0,1,Low,0.4299,1
A00896,50,Male,Other,49878.0,831.0,0.116,4.4,14042.0,1,Medium,0.3082,1
A00897,31,Male,White,81806.0,585.0,0.52,4.6,27189.0,1,Medium,0.4911,1
A00898,50,Male,White,49703.0,665.0,0.344,0.8,16521.0,1,Medium,0.4309,1
A00899,56,Female,Black,39826.0,792.0,0.203,8.1,18025.0,2,Low,0.4019,1
A00900,45,Female,Black,21487.0,650.0,0.416,0.9,3947.0,0,Low,0.5008,0
A00901,27,Female,White,81344.0,605.0,0.377,0.0,16062.0,0,Medium,0.4854,1
A00902,40,Male,Hispanic,45908.0,695.0,0.181,4.4,32365.0,0,Medium,0.4179,1
A00903,55,Female,White,62424.0,520.0,0.332,0.0,28962.0,0,Medium,0.5951,0
A00904,30,Female,Black,37300.0,713.0,0.272,2.8,12970.0,2,Medium,0.6046,0
A00905,55,Female,Black,54574.0,657.0,0.16,8.4,26302.0,2,Medium,0.5936,0
A00906,21,Female,Hispanic,60135.0,737.0,0.287,10.5,16599.0,0,High,0.4119,1
A00907,34,Non-binary,Asian,15000.0,617.0,0.193,8.6,23042.0,1,Low,0.5161,0
A00908,65,Female,Hispanic,37947.0,721.0,0.167,5.1,15055.0,0,Low,0.3688,1
A00909,25,Female,White,94375.0,699.0,0.425,3.8,8334.0,1,Medium,0.5391,0
A00910,60,Female,Hispanic,34565.0,574.0,0.396,2.3,7824.0,1,Medium,0.5457,0
A00911,64,Male,White,77560.0,595.0,0.311,11.9,23269.0,0,Low,0.3461,1
A00912,58,Female,Other,63158.0,791.0,0.05,1.0,1000.0,0,Medium,0.2648,1
A00913,54,Male,Hispanic,67783.0,766.0,0.339,6.5,28644.0,0,Low,0.2223,1
A00914,44,Male,White,70844.0,524.0,0.464,8.4,15597.0,1,Medium,0.5029,0
A00915,24,Female,Hispanic,55508.0,641.0,0.532,0.0,11575.0,0,Low,0.549,0
A00916,47,Male,White,40774.0,708.0,0.503,0.0,27987.0,0,High,0.4382,1
A00917,25,Female,White,36378.0,728.0,0.172,8.4,1000.0,0,Low,0.2619,1
A00918,63,Female,Hispanic,46732.0,705.0,0.233,0.2,22621.0,0,High,0.4171,1
A00919,33,Female,White,86262.0,714.0,0.325,7.2,34407.0,2,Low,0.5038,0
A00920,60,Male,Asian,21102.0,648.0,0.338,2.5,4282.0,1,High,0.4438,1
A00921,41,Female,White,47212.0,696.0,0.355,7.1,13455.0,0,High,0.4388,1
A00922,57,Non-binary,Asian,17134.0,592.0,0.518,7.6,22525.0,0,Low,0.4543,1
A00923,52,Female,Hispanic,40446.0,647.0,0.379,10.0,2293.0,0,Low,0.3675,1
A00924,58,Female,Asian,51894.0,492.0,0.532,7.8,20461.0,0,Medium,0.4857,1
A00925,51,Male,White,89872.0,585.0,0.234,6.9,44874.0,0,Low,0.4775,1
A00926,52,Non-binary,Black,92582.0,601.0,0.292,13.0,21272.0,0,High,0.419,1
A00927,35,Female,Hispanic,15000.0,605.0,0.286,2.1,20941.0,0,Low,0.5131,0
A00928,68,Male,Black,17206.0,746.0,0.342,6.2,5961.0,0,Low,0.3363,1
A00929,50,Male,White,50857.0,538.0,0.147,9.6,31297.0,0,Low,0.4332,1
A00930,63,Female,Black,74037.0,623.0,0.638,0.0,1000.0,0,Low,0.542,0
A00931,27,Male,Other,15000.0,738.0,0.364,12.1,17634.0,0,Medium,0.2455,1
A00932,58,Female,Hispanic,45739.0,561.0,0.178,5.3,27158.0,1,Medium,0.5123,0
A00933,51,Male,Black,80891.0,794.0,0.187,7.7,1000.0,0,Medium,0.2108,1
A00934,64,Female,Hispanic,83926.0,696.0,0.362,4.0,1000.0,1,High,0.4768,1
A00935,46,Female,White,47390.0,742.0,0.439,7.8,3225.0,2,Low,0.459,1
A00936,56,Female,Other,15000.0,595.0,0.491,7.1,31729.0,0,Medium,0.5069,0
A00937,66,Female,Black,81229.0,612.0,0.357,1.5,11635.0,0,Low,0.4605,1
A00938,63,Female,White,31985.0,667.0,0.441,4.2,26965.0,0,Low,0.3828,1
A00939,46,Female,White,68444.0,753.0,0.401,8.0,25352.0,0,Low,0.3466,1
A00940,64,Female,White,32518.0,750.0,0.334,11.9,1394.0,0,High,0.3792,1
A00941,22,Female,Black,57522.0,716.0,0.299,4.5,14106.0,0,Medium,0.4399,1
A00942,63,Male,Hispanic,62752.0,660.0,0.354,0.8,15720.0,1,Medium,0.4885,1
A00943,65,Female,Asian,87105.0,611.0,0.333,7.4,23110.0,0,Medium,0.3739,1
A00944,63,Male,Asian,19806.0,775.0,0.349,4.8,20277.0,0,Medium,0.2835,1
A00945,29,Female,White,32958.0,648.0,0.417,9.2,17343.0,1,Medium,0.4989,1
A00946,68,Male,Black,95341.0,541.0,0.593,3.0,29648.0,2,Low,0.7492,0
A00947,25,Male,Hispanic,60788.0,594.0,0.199,0.6,29504.0,0,Low,0.4654,1
A00948,47,Male,White,33509.0,617.0,0.364,12.3,3518.0,0,Medium,0.3606,1
A00949,32,Male,Black,73075.0,649.0,0.403,4.1,13515.0,0,Medium,0.4932,1
A00950,55,Male,White,30020.0,673.0,0.294,2.4,18317.0,0,Low,0.3772,1
A00951,49,Female,White,59886.0,557.0,0.512,3.3,18846.0,1,Low,0.4926,1
A00952,36,Female,White,37892.0,636.0,0.277,11.6,23507.0,0,Low,0.4063,1
A00953,39,Male,Hispanic,86073.0,648.0,0.451,15.2,21731.0,0,Medium,0.3776,1
A00954,69,Male,Black,33590.0,662.0,0.539,2.8,23955.0,0,Medium,0.4837,1
A00955,63,Female,Hispanic,15000.0,610.0,0.41,5.2,25131.0,0,Medium,0.4857,1
A00956,47,Male,Hispanic,43786.0,850.0,0.324,7.3,15171.0,0,Medium,0.2296,1
A00957,38,Female,White,38320.0,648.0,0.422,0.0,14628.0,1,Low,0.4105,1
A00958,61,Male,White,48895.0,626.0,0.29,4.0,31949.0,0,High,0.4624,1
A00959,33,Female,White,68924.0,581.0,0.244,13.6,13036.0,0,Medium,0.3143,1
A00960,50,Male,White,25453.0,749.0,0.405,4.7,25398.0,0,Low,0.3402,1
A00961,46,Male,Asian,35571.0,513.0,0.462,11.1,10444.0,1,Medium,0.4801,1
A00962,26,Female,Hispanic,54853.0,520.0,0.364,5.7,21346.0,2,High,0.7892,0
A00963,23,Male,White,38514.0,677.0,0.434,0.0,22071.0,1,Medium,0.533,0
A00964,43,Non-binary,White,56625.0,722.0,0.696,10.0,24490.0,1,High,0.4964,1
A00965,32,Female,Hispanic,68443.0,672.0,0.533,4.6,33903.0,2,Low,0.6297,0
A00966,61,Female,Black,55339.0,850.0,0.265,11.7,8007.0,0,Medium,0.2404,1
A00967,61,Non-binary,Hispanic,82503.0,633.0,0.378,6.8,19492.0,0,Low,0.4342,1
A00968,35,Male,White,31293.0,653.0,0.395,6.0,24623.0,0,Low,0.3474,1
A00969,21,Female,Black,40535.0,676.0,0.224,7.9,24650.0,0,High,0.4812,1
A00970,67,Male,White,92332.0,684.0,0.442,7.5,14905.0,2,Low,0.4473,1
A00971,28,Female,Hispanic,36644.0,669.0,0.237,0.0,21847.0,0,Low,0.4456,1
A00972,51,Female,White,116260.0,664.0,0.451,10.2,17811.0,0,Medium,0.4475,1
A00973,31,Male,White,79158.0,562.0,0.64,5.9,25400.0,0,High,0.5099,0
A00974,37,Male,Black,34456.0,742.0,0.331,6.1,17212.0,0,Low,0.3573,1
A00975,47,Female,White,69635.0,768.0,0.416,7.7,17360.0,0,Low,0.3391,1
A00976,51,Female,Hispanic,62411.0,638.0,0.394,9.6,20710.0,0,Medium,0.498,1
A00977,47,Female,White,18631.0,676.0,0.21,10.2,13008.0,0,High,0.4223,1
A00978,34,Female,White,93606.0,820.0,0.24,8.7,10408.0,2,Low,0.4122,1
A00979,43,Male,Asian,75534.0,612.0,0.404,0.0,4737.0,0,Low,0.4075,1
A00980,25,Female,White,91917.0,698.0,0.37,5.7,16651.0,0,Low,0.4782,1
A00981,50,Female,White,81173.0,689.0,0.33,2.3,10651.0,1,Low,0.4702,1
A00982,54,Male,White,63724.0,824.0,0.49,6.7,15036.0,0,Low,0.2708,1
A00983,67,Male,Asian,81997.0,847.0,0.42,5.2,30383.0,1,High,0.4501,1
A00984,39,Female,Hispanic,21601.0,752.0,0.681,14.1,15353.0,1,Medium,0.495,1
A00985,51,Female,Other,104592.0,850.0,0.211,0.5,30578.0,2,High,0.5988,0
A00986,36,Male,Hispanic,73629.0,683.0,0.29,6.0,21855.0,1,Low,0.4278,1
A00987,65,Non-binary,Hispanic,15000.0,300.0,0.568,6.5,15184.0,0,Low,0.6577,0
A00988,47,Female,Black,17645.0,634.0,0.603,4.1,7800.0,0,Low,0.4588,1
A00989,46,Non-binary,Hispanic,62192.0,639.0,0.221,5.9,16866.0,0,Low,0.3762,1
A00990,59,Male,White,32760.0,820.0,0.292,14.6,13981.0,0,High,0.1936,1
A00991,49,Female,Hispanic,67998.0,663.0,0.323,7.4,29842.0,0,High,0.5074,0
A00992,69,Male,Hispanic,30359.0,799.0,0.561,12.0,37688.0,0,High,0.3876,1
A00993,59,Female,Hispanic,23185.0,752.0,0.33,4.1,28312.0,1,Low,0.5075,0
A00994,64,Male,White,41492.0,706.0,0.325,9.1,10593.0,0,Medium,0.2613,1
A00995,65,Female,Black,136718.0,716.0,0.31,2.8,18548.0,0,Medium,0.4565,1
A00996,49,Male,Black,27631.0,706.0,0.366,2.5,15732.0,0,High,0.4534,1
A00997,65,Female,Black,86422.0,782.0,0.402,0.0,12107.0,1,Medium,0.529,0
A00998,66,Male,Other,36055.0,657.0,0.632,1.7,17090.0,1,Low,0.4941,1
A00999,67,Male,Black,52779.0,646.0,0.57,6.2,16677.0,0,Low,0.4467,1
A01000,51,Male,White,58117.0,717.0,0.188,12.2,36367.0,1,Medium,0.2816,1
A01001,22,Male,Black,53447.0,698.0,0.322,5.5,21289.0,0,Medium,0.3396,1
A01002,26,Female,Hispanic,56416.0,661.0,0.353,6.9,26259.0,0,Medium,0.4755,1
A01003,29,Male,Asian,63454.0,850.0,0.283,10.6,28484.0,0,High,0.2156,1
A01004,35,Male,Black,17656.0,744.0,0.5,4.7,25552.0,0,Medium,0.4501,1
A01005,40,Male,White,51695.0,630.0,0.552,2.1,31649.0,2,Low,0.5818,0
A01006,68,Female,White,53605.0,734.0,0.278,2.6,14284.0,0,Low,0.3326,1
A01007,22,Male,White,68877.0,595.0,0.352,10.5,27595.0,0,Low,0.4044,1
A01008,23,Male,White,47969.0,577.0,0.485,6.6,37619.0,1,Low,0.5763,0
A01009,50,Female,Hispanic,68212.0,752.0,0.51,6.6,10791.0,1,Low,0.4082,1
A01010,28,Female,White,38681.0,603.0,0.274,2.4,14603.0,0,Low,0.3621,1
A01011,60,Female,White,41195.0,684.0,0.422,11.4,13852.0,0,Low,0.3385,1
A01012,41,Male,Hispanic,62793.0,586.0,0.246,13.4,39556.0,0,Low,0.4722,1
A01013,59,Male,White,29286.0,654.0,0.508,6.7,7365.0,0,Low,0.3574,1
A01014,63,Female,White,40882.0,641.0,0.241,9.7,19103.0,1,High,0.5399,0
A01015,33,Female,Black,42633.0,671.0,0.367,3.4,22921.0,0,High,0.4672,1
A01016,60,Female,White,43951.0,850.0,0.279,11.1,12507.0,1,Medium,0.2662,1
A01017,61,Male,Black,56432.0,795.0,0.203,8.3,8085.0,0,High,0.3322,1
A01018,68,Female,Hispanic,32738.0,670.0,0.264,1.1,9802.0,0,Medium,0.3773,1
A01019,57,Female,Asian,70638.0,661.0,0.298,7.8,15496.0,1,High,0.4489,1
A01020,52,Female,White,48206.0,617.0,0.537,7.8,12653.0,0,Medium,0.3983,1
A01021,34,Female,White,65096.0,587.0,0.279,6.7,32433.0,0,Medium,0.4251,1
A01022,21,Male,Hispanic,24301.0,667.0,0.361,8.0,12740.0,2,High,0.537,0
A01023,47,Female,White,15000.0,800.0,0.249,5.8,12641.0,0,Medium,0.315,1
A01024,44,Female,Black,78576.0,396.0,0.488,5.3,21945.0,0,Low,0.6692,0
A01025,69,Female,White,60219.0,772.0,0.508,7.0,20903.0,0,Medium,0.358,1
A01026,42,Female,Hispanic,68665.0,783.0,0.468,4.6,1000.0,0,High,0.4264,1
A01027,34,Female,Asian,87940.0,488.0,0.297,3.4,9308.0,2,Medium,0.6933,0
A01028,65,Female,Other,31510.0,683.0,0.25,10.4,12947.0,1,Medium,0.4743,1
A01029,28,Female,Asian,15000.0,641.0,0.212,3.7,7887.0,0,Medium,0.3506,1
A01030,47,Male,White,79454.0,665.0,0.465,5.4,27624.0,1,High,0.5418,0
A01031,23,Female,Hispanic,71301.0,699.0,0.281,4.1,3042.0,0,Medium,0.3656,1
A01032,53,Female,Black,82650.0,709.0,0.478,2.5,28510.0,1,Medium,0.5967,0
A01033,67,Male,Asian,96462.0,557.0,0.222,12.2,1000.0,1,Medium,0.4533,1
A01034,41,Male,Asian,25665.0,826.0,0.319,0.2,18810.0,0,Low,0.2631,1
A01035,52,Male,Other,78421.0,637.0,0.282,7.6,33641.0,1,Low,0.4799,1
A01036,60,Male,Asian,48660.0,850.0,0.243,5.5,12052.0,0,Medium,0.1806,1
A01037,61,Female,Black,79158.0,595.0,0.088,7.9,18234.0,0,Medium,0.481,1
A01038,65,Male,Hispanic,100900.0,585.0,0.151,5.3,28277.0,0,Low,0.3897,1
A01039,64,Female,Other,55686.0,709.0,0.519,8.0,27994.0,2,Low,0.5031,0
A01040,61,Male,Black,36360.0,761.0,0.225,7.1,21024.0,1,High,0.4846,1
A01041,52,Male,Asian,21102.0,795.0,0.45,8.4,16181.0,0,Medium,0.309,1
A01042,44,Female,Asian,15000.0,591.0,0.352,13.0,16079.0,0,Low,0.4164,1
A01043,31,Female,Black,91294.0,650.0,0.298,0.0,4099.0,0,Low,0.4969,1
A01044,57,Male,White,92865.0,848.0,0.286,6.3,7752.0,0,Medium,0.1575,1
A01045,41,Non-binary,White,80286.0,647.0,0.338,2.0,18360.0,0,Medium,0.3685,1
A01046,38,Male,White,47493.0,760.0,0.45,3.1,20735.0,0,High,0.3176,1
A01047,31,Male,Black,74687.0,510.0,0.166,2.2,43708.0,0,Low,0.4928,1
A01048,47,Female,Black,62647.0,535.0,0.34,4.8,25807.0,0,Medium,0.611,0
A01049,63,Male,Black,25981.0,767.0,0.408,10.5,14511.0,0,Medium,0.3144,1
A01050,58,Female,Black,83713.0,667.0,0.462,4.5,23104.0,0,Medium,0.564,0
A01051,21,Female,Other,67742.0,748.0,0.502,7.4,1000.0,1,High,0.4619,1
A01052,49,Male,White,73410.0,624.0,0.322,9.6,18845.0,0,Low,0.3367,1
A01053,41,Female,Asian,63158.0,531.0,0.14,2.6,24847.0,0,Low,0.4446,1
A01054,49,Male,White,58336.0,688.0,0.411,2.8,24933.0,0,High,0.4681,1
A01055,29,Female,Black,63832.0,554.0,0.332,6.0,17338.0,0,Low,0.5125,0
A01056,27,Male,Black,47879.0,691.0,0.531,0.0,23698.0,1,High,0.6085,0
A01057,58,Female,Hispanic,70176.0,593.0,0.38,14.0,15312.0,0,Medium,0.4507,1
A01058,51,Female,Black,103783.0,739.0,0.532,6.0,21957.0,0,Low,0.3945,1
A01059,47,Male,White,66574.0,656.0,0.271,8.2,8585.0,1,Low,0.3817,1
A01060,62,Female,White,82920.0,653.0,0.532,5.2,6711.0,1,Low,0.4814,1
A01061,52,Female,White,25476.0,711.0,0.374,8.5,30636.0,1,Medium,0.4615,1
A01062,25,Female,White,75327.0,764.0,0.413,5.3,16147.0,0,Low,0.3708,1
A01063,53,Female,Black,67747.0,696.0,0.092,8.2,22422.0,0,Medium,0.368,1
A01064,35,Male,Black,81888.0,840.0,0.517,11.2,10152.0,0,Low,0.3131,1
A01065,25,Male,Asian,44384.0,837.0,0.322,0.0,6736.0,0,High,0.2411,1
A01066,40,Male,Asian,79623.0,617.0,0.424,8.7,12552.0,0,High,0.5029,0
A01067,58,Male,Black,37018.0,579.0,0.301,3.9,22249.0,1,Medium,0.6115,0
A01068,57,Male,White,83465.0,570.0,0.523,1.6,1000.0,0,High,0.4733,1
A01069,37,Female,Hispanic,85184.0,842.0,0.384,0.2,20073.0,1,Low,0.4378,1
A01070,24,Male,Black,27359.0,570.0,0.372,6.4,24810.0,1,Low,0.4751,1
A01071,41,Female,Black,64103.0,645.0,0.634,7.1,9178.0,2,Low,0.6758,0
A01072,54,Male,Black,49500.0,681.0,0.05,3.5,20414.0,0,Medium,0.329,1
A01073,60,Male,Hispanic,67178.0,839.0,0.289,1.0,19637.0,0,Low,0.2315,1
A01074,25,Male,Asian,55987.0,562.0,0.327,6.5,9331.0,1,High,0.5325,0
A01075,24,Female,Other,49394.0,778.0,0.226,6.3,16527.0,0,Medium,0.2442,1
A01076,42,Female,Asian,40455.0,681.0,0.4,8.4,17859.0,0,Medium,0.3278,1
A01077,34,Male,Hispanic,91048.0,669.0,0.149,8.7,9291.0,0,Medium,0.35,1
A01078,24,Female,Asian,36457.0,678.0,0.155,10.7,14519.0,1,Low,0.4445,1
A01079,28,Female,White,41366.0,617.0,0.416,8.7,17766.0,0,Low,0.4225,1
A01080,23,Non-binary,Asian,23605.0,643.0,0.213,0.0,20870.0,0,Medium,0.4138,1
A01081,66,Female,White,76404.0,615.0,0.427,6.0,36896.0,1,Medium,0.5255,0
A01082,49,Male,Hispanic,80933.0,562.0,0.26,10.0,8318.0,1,Medium,0.4996,1
A01083,46,Male,White,64821.0,574.0,0.224,9.4,31535.0,0,Low,0.3923,1
A01084,50,Male,White,35749.0,786.0,0.202,15.7,9025.0,0,Medium,0.1878,1
A01085,32,Female,White,15000.0,648.0,0.207,9.6,17975.0,0,High,0.3679,1
A01086,35,Male,White,68994.0,740.0,0.286,0.6,27192.0,0,Medium,0.228,1
A01087,61,Female,White,77475.0,664.0,0.23,0.0,22404.0,1,Low,0.5273,0
A01088,22,Male,White,42253.0,662.0,0.331,6.2,1000.0,1,Low,0.3716,1
A01089,21,Male,Asian,56867.0,673.0,0.071,6.6,28856.0,1,Low,0.2983,1
A01090,67,Non-binary,Asian,15712.0,746.0,0.223,3.8,21233.0,0,Medium,0.281,1
A01091,67,Non-binary,Hispanic,35247.0,618.0,0.537,9.1,12438.0,1,Low,0.5228,0
A01092,48,Female,Asian,64668.0,666.0,0.161,0.0,16692.0,1,Medium,0.4476,1
A01093,60,Male,Hispanic,52382.0,761.0,0.251,4.1,22273.0,1,Low,0.4137,1
A01094,55,Non-binary,Asian,59728.0,778.0,0.536,0.0,23861.0,2,Medium,0.5017,0
A01095,54,Male,Black,83475.0,814.0,0.344,3.0,23496.0,1,Medium,0.4029,1
A01096,24,Female,Black,23945.0,593.0,0.092,4.6,10849.0,0,Low,0.4463,1
A01097,38,Male,Asian,60145.0,622.0,0.439,10.2,17877.0,1,High,0.4943,1
A01098,32,Female,White,37994.0,662.0,0.528,1.1,9568.0,0,High,0.4956,1
A01099,41,Female,White,50623.0,562.0,0.346,5.5,25663.0,0,Low,0.479,1
A01100,30,Female,Hispanic,62258.0,759.0,0.266,3.9,15559.0,1,Medium,0.459,1
A01101,41,Female,White,23365.0,706.0,0.089,5.5,22365.0,0,Medium,0.2941,1
A01102,60,Female,Black,38679.0,666.0,0.277,4.4,12861.0,0,Medium,0.4618,1
A01103,45,Female,White,44653.0,773.0,0.163,5.0,18857.0,1,Medium,0.3746,1
A01104,37,Female,Hispanic,64923.0,612.0,0.349,3.4,16082.0,1,High,0.6585,0
A01105,26,Male,Other,82525.0,782.0,0.474,7.5,5862.0,2,Medium,0.4193,1
A01106,34,Male,White,15000.0,837.0,0.202,10.4,28909.0,1,Medium,0.3163,1
A01107,57,Female,White,38311.0,708.0,0.453,6.2,24685.0,2,Low,0.4474,1
A01108,60,Female,White,51334.0,679.0,0.087,14.0,5308.0,1,Low,0.2889,1
A01109,60,Male,Hispanic,51238.0,695.0,0.313,6.3,9805.0,0,Medium,0.3926,1
A01110,38,Male,White,65391.0,555.0,0.05,9.2,12054.0,0,High,0.3977,1
A01111,50,Male,Black,23990.0,662.0,0.377,3.0,31170.0,0,Medium,0.4165,1
A01112,29,Female,White,49931.0,850.0,0.519,5.5,26671.0,0,Medium,0.3238,1
A01113,34,Male,White,44698.0,850.0,0.285,4.8,20166.0,1,Low,0.3386,1
A01114,66,Male,White,73045.0,688.0,0.374,1.1,2184.0,0,Medium,0.2772,1
A01115,66,Male,Black,56852.0,631.0,0.274,2.9,22565.0,1,Low,0.5282,0
A01116,37,Male,White,43893.0,773.0,0.403,7.4,19690.0,0,Medium,0.3671,1
A01117,54,Female,Black,85449.0,677.0,0.472,11.1,14551.0,0,Medium,0.4042,1
A01118,66,Non-binary,White,41753.0,765.0,0.348,8.2,31218.0,0,High,0.3149,1
A01119,42,Male,White,35022.0,613.0,0.27,7.3,16001.0,1,High,0.385,1
A01120,52,Male,White,69726.0,708.0,0.393,2.6,29810.0,0,Medium,0.3472,1
A01121,32,Female,Hispanic,43112.0,647.0,0.622,7.9,14325.0,0,High,0.578,0
A01122,36,Female,Black,56643.0,679.0,0.397,3.5,9445.0,2,Medium,0.5777,0
A01123,42,Male,Asian,98301.0,629.0,0.159,1.3,5541.0,0,Medium,0.4304,1
A01124,58,Male,White,42757.0,667.0,0.634,2.4,17202.0,0,Medium,0.5498,0
A01125,59,Non-binary,White,30848.0,707.0,0.228,5.5,18444.0,0,High,0.4259,1
A01126,22,Female,White,49624.0,743.0,0.232,3.8,8452.0,0,Low,0.2726,1
A01127,65,Female,White,47316.0,666.0,0.501,7.2,8912.0,1,Medium,0.4755,1
A01128,28,Male,White,74164.0,811.0,0.287,4.5,29756.0,0,Low,0.2421,1
A01129,64,Female,White,20799.0,564.0,0.425,7.1,25421.0,1,Low,0.5182,0
A01130,21,Female,White,122191.0,545.0,0.414,4.8,36307.0,0,Medium,0.5247,0
A01131,61,Female,Hispanic,36996.0,627.0,0.416,5.8,1829.0,1,Low,0.4724,1
A01132,60,Non-binary,Hispanic,68136.0,681.0,0.567,2.1,35082.0,0,Medium,0.4005,1
A01133,61,Male,White,78360.0,826.0,0.31,11.7,10127.0,0,Medium,0.1319,1
A01134,25,Female,Black,59789.0,663.0,0.355,0.0,4847.0,0,Low,0.4699,1
A01135,65,Male,Hispanic,70482.0,595.0,0.212,16.0,20503.0,0,Medium,0.4389,1
A01136,66,Female,White,56766.0,622.0,0.462,7.9,1000.0,1,High,0.5625,0
A01137,56,Female,Hispanic,70805.0,687.0,0.381,0.0,28833.0,0,Medium,0.4695,1
A01138,37,Female,Other,44373.0,583.0,0.539,6.4,19720.0,0,Low,0.5031,0
A01139,61,Male,Asian,38659.0,850.0,0.405,6.9,10965.0,0,Medium,0.2143,1
A01140,50,Male,Black,15000.0,469.0,0.61,12.0,28022.0,1,Low,0.6947,0
A01141,35,Male,Black,65881.0,611.0,0.331,0.6,16645.0,1,Medium,0.5717,0
A01142,40,Male,Hispanic,46420.0,629.0,0.385,0.6,18354.0,1,Medium,0.4284,1
A01143,56,Male,White,64350.0,592.0,0.36,7.4,24273.0,0,High,0.4287,1
A01144,22,Non-binary,Hispanic,47067.0,741.0,0.246,6.8,11693.0,0,Medium,0.3338,1
A01145,65,Male,White,86015.0,621.0,0.056,11.9,7448.0,0,Medium,0.294,1
A01146,24,Female,Asian,50892.0,736.0,0.384,2.0,16696.0,1,Medium,0.4171,1
A01147,44,Female,White,39461.0,822.0,0.11,1.7,4484.0,1,Medium,0.2191,1
A01148,68,Female,White,45036.0,791.0,0.42,13.5,13696.0,0,High,0.3381,1
A01149,62,Female,Black,67532.0,694.0,0.523,5.8,7986.0,0,Low,0.3886,1
A01150,22,Male,Black,127983.0,680.0,0.341,3.0,14881.0,0,Low,0.376,1
A01151,66,Male,White,89286.0,760.0,0.407,8.8,9031.0,1,Low,0.393,1
A01152,22,Male,Black,24805.0,654.0,0.412,0.0,14590.0,1,Low,0.5112,0
A01153,21,Female,White,60906.0,636.0,0.493,7.5,28275.0,0,Medium,0.412,1
A01154,33,Female,Black,35400.0,591.0,0.335,3.5,10575.0,1,Low,0.564,0
A01155,26,Female,White,45153.0,708.0,0.169,4.0,21843.0,1,High,0.5065,0
A01156,42,Female,White,47350.0,585.0,0.087,11.2,1000.0,0,Medium,0.3119,1
A01157,37,Female,White,52845.0,616.0,0.298,7.7,14702.0,0,Medium,0.4463,1
A01158,69,Non-binary,White,76952.0,850.0,0.106,1.5,9750.0,0,Medium,0.1451,1
A01159,42,Female,Hispanic,48459.0,741.0,0.356,6.2,18578.0,0,High,0.4027,1
A01160,63,Male,White,59193.0,716.0,0.388,6.5,12475.0,0,Medium,0.3226,1
A01161,26,Male,Hispanic,54797.0,615.0,0.271,5.0,26644.0,0,Low,0.4008,1
A01162,23,Male,White,37535.0,749.0,0.461,2.2,14459.0,0,Low,0.3418,1
A01163,66,Female,White,41476.0,588.0,0.374,6.9,29249.0,0,High,0.6035,0
A01164,26,Female,Black,39769.0,543.0,0.251,8.8,1000.0,0,Medium,0.4127,1
A01165,37,Male,White,71580.0,630.0,0.282,7.8,18402.0,0,Low,0.355,1
A01166,55,Female,White,45712.0,574.0,0.552,3.1,19343.0,0,Medium,0.5338,0
A01167,69,Male,White,99222.0,722.0,0.095,5.4,8652.0,0,High,0.2733,1
A01168,57,Female,White,35432.0,713.0,0.314,0.0,18011.0,0,High,0.4343,1
A01169,67,Male,Black,35372.0,701.0,0.38,12.4,22822.0,0,Medium,0.2796,1
A01170,55,Male,Black,28310.0,733.0,0.259,3.6,28869.0,0,High,0.4423,1
A01171,43,Male,White,52323.0,729.0,0.242,3.9,15146.0,2,Medium,0.3945,1
A01172,28,Male,Black,41521.0,619.0,0.516,0.7,13606.0,0,Medium,0.4529,1
A01173,27,Male,Other,46191.0,723.0,0.656,9.4,11986.0,0,Medium,0.3292,1
A01174,30,Female,Asian,80612.0,708.0,0.3,10.1,18498.0,1,High,0.4416,1
A01175,46,Male,White,50831.0,625.0,0.354,3.7,8642.0,0,Medium,0.3121,1
A01176,30,Female,White,45622.0,648.0,0.437,1.4,25505.0,0,Low,0.5093,0
A01177,39,Male,Black,62145.0,757.0,0.197,6.1,1771.0,0,Medium,0.2973,1
A01178,43,Male,White,59673.0,562.0,0.361,4.7,17354.0,0,Medium,0.4303,1
A01179,51,Female,White,73849.0,710.0,0.58,9.0,4204.0,0,Medium,0.3354,1
A01180,53,Male,White,75911.0,670.0,0.708,5.5,17519.0,0,Low,0.4091,1
A01181,22,Female,White,66319.0,677.0,0.163,5.2,26084.0,1,Medium,0.3472,1
A01182,48,Male,Black,78442.0,654.0,0.216,8.7,19850.0,0,Low,0.3378,1
A01183,52,Male,Black,38021.0,718.0,0.285,0.0,11973.0,1,High,0.5781,0
A01184,53,Male,White,52014.0,538.0,0.294,4.8,25166.0,2,Medium,0.6054,0
A01185,29,Female,Black,58083.0,703.0,0.513,6.8,1000.0,1,High,0.5397,0
A01186,49,Male,Black,57191.0,586.0,0.355,4.3,17327.0,0,Medium,0.4856,1
A01187,35,Female,Black,132006.0,773.0,0.5,7.1,9679.0,0,Medium,0.3217,1
A01188,38,Female,Other,82444.0,564.0,0.386,6.9,22942.0,2,Low,0.5915,0
A01189,38,Male,Other,81511.0,464.0,0.333,9.5,1000.0,0,Medium,0.4168,1
A01190,27,Female,Black,47816.0,527.0,0.417,4.9,13345.0,0,High,0.641,0
A01191,34,Male,Asian,53333.0,675.0,0.05,0.0,11570.0,0,Low,0.2607,1
A01192,49,Female,White,74132.0,540.0,0.301,0.0,27042.0,0,Low,0.4999,1
A01193,39,Female,Black,92574.0,562.0,0.306,7.9,10077.0,0,High,0.534,0
