case_id,age,gender,race,prior_offenses,charge_severity,employed,education_level,community_ties,ai_recidivism_score,ai_recommends_detention
J01255,63,Female,Black,0,Medium,1,No HS,1,0.3661,0
J01256,62,Male,Hispanic,2,High,0,No HS,0,0.8987,1
J01257,40,Male,White,2,Low,0,HS Diploma,1,0.4809,0
J01258,29,Male,White,3,Medium,0,Some College,0,0.676,1
J01259,22,Male,Hispanic,3,Low,0,No HS,1,0.756,1
J01260,37,Female,Hispanic,3,High,0,HS Diploma,1,0.7531,1
J01261,20,Male,Other,0,Low,0,Some College,1,0.2662,0
J01262,19,Male,White,1,High,0,HS Diploma,0,0.6826,1
J01263,60,Male,White,2,High,1,College+,0,0.5356,0
J01264,37,Male,Black,0,Low,1,Some College,1,0.2643,0
J01265,19,Female,Black,4,Medium,1,No HS,1,0.6826,1
J01266,57,Female,White,0,Low,1,No HS,0,0.3081,0
J01267,52,Male,Black,1,Medium,1,HS Diploma,1,0.4395,0
J01268,21,Male,White,3,High,1,Some College,0,0.738,1
J01269,53,Male,White,0,Low,1,No HS,0,0.3181,0
J01270,57,Male,Black,1,Low,1,No HS,1,0.3815,0
J01271,23,Male,White,2,High,1,Some College,0,0.6274,1
J01272,31,Male,Black,1,Medium,1,HS Diploma,0,0.5012,0
J01273,32,Male,White,1,Low,1,College+,1,0.1653,0
J01274,54,Male,White,3,Medium,1,College+,1,0.4303,0
J01275,50,Male,Hispanic,1,Low,1,HS Diploma,1,0.3034,0
J01276,61,Male,Hispanic,0,Low,0,HS Diploma,0,0.5405,0
J01277,36,Male,Hispanic,2,High,0,Some College,0,0.7625,1
J01278,29,Female,Hispanic,1,Medium,0,No HS,1,0.5479,0
J01279,60,Male,Hispanic,0,Medium,1,Some College,0,0.4473,0
J01280,26,Male,Hispanic,0,Low,1,No HS,1,0.3015,0
J01281,36,Male,White,0,Medium,0,College+,1,0.2864,0
J01282,49,Male,Black,0,Medium,0,College+,0,0.6222,1
J01283,45,Male,Other,0,Low,1,College+,0,0.2118,0
J01284,45,Female,White,0,Medium,1,HS Diploma,1,0.2117,0
J01285,48,Male,Hispanic,1,High,0,Some College,1,0.5834,1
J01286,53,Female,Hispanic,4,Low,0,College+,0,0.6916,1
J01287,30,Male,Asian,3,Medium,1,HS Diploma,0,0.6,1
J01288,59,Male,Hispanic,2,Low,0,HS Diploma,0,0.7276,1
J01289,50,Female,Hispanic,1,Medium,0,No HS,1,0.5615,1
J01290,59,Male,Hispanic,3,Medium,0,HS Diploma,0,0.8382,1
J01291,35,Male,White,0,Medium,1,No HS,1,0.443,0
J01292,46,Female,White,0,High,0,HS Diploma,1,0.4941,0
J01293,62,Female,Other,1,Medium,1,HS Diploma,0,0.4101,0
J01294,56,Male,Other,2,Low,0,Some College,0,0.5627,1
J01295,25,Male,Black,1,High,1,HS Diploma,1,0.5433,0
J01296,39,Male,Black,2,Low,0,HS Diploma,0,0.6682,1
J01297,18,Male,Black,0,Medium,0,HS Diploma,1,0.4532,0
J01298,48,Female,Black,0,Medium,1,Some College,1,0.3062,0
J01299,37,Female,Hispanic,2,Low,0,HS Diploma,1,0.4989,0
J01300,53,Female,Black,0,High,1,College+,0,0.4247,0
J01301,40,Female,Asian,1,Medium,0,College+,1,0.3965,0
J01302,34,Male,Hispanic,2,Medium,1,HS Diploma,1,0.4629,0
J01303,62,Male,Other,0,Medium,0,HS Diploma,1,0.4686,0
J01304,27,Male,Hispanic,0,Low,1,Some College,1,0.1607,0
J01305,26,Male,Black,0,High,1,No HS,1,0.5182,0
J01306,63,Male,Asian,3,Low,1,HS Diploma,0,0.4752,0
J01307,34,Male,White,1,Low,1,HS Diploma,1,0.2259,0
J01308,20,Male,Other,0,Low,1,HS Diploma,1,0.1719,0
J01309,50,Female,White,1,Low,0,College+,0,0.4169,0
J01310,18,Male,Black,0,High,1,No HS,1,0.5357,0
J01311,37,Male,White,2,High,1,No HS,1,0.6167,1
J01312,19,Male,White,1,Medium,1,Some College,1,0.2474,0
J01313,33,Male,Black,0,High,1,HS Diploma,1,0.4349,0
J01314,26,Female,White,1,Medium,0,No HS,1,0.5053,0
J01315,31,Male,Other,1,Medium,0,Some College,1,0.5224,0
J01316,18,Male,Hispanic,0,High,0,HS Diploma,1,0.506,0
J01317,52,Male,Hispanic,0,Low,0,Some College,1,0.3694,0
J01318,35,Male,Other,0,Low,1,HS Diploma,0,0.2858,0
J01319,18,Male,Hispanic,1,Low,1,HS Diploma,1,0.243,0
J01320,60,Male,White,0,Medium,0,Some College,1,0.412,0
J01321,22,Male,Hispanic,0,High,0,Some College,1,0.5013,0
J01322,28,Male,Black,4,High,1,Some College,0,0.8649,1
J01323,55,Male,White,0,High,0,No HS,1,0.5417,0
J01324,41,Male,White,1,Medium,1,Some College,1,0.2808,0
J01325,56,Female,Black,3,High,0,Some College,0,0.899,1
J01326,62,Male,Black,0,Low,1,College+,0,0.2732,0
J01327,49,Female,White,4,Medium,1,HS Diploma,1,0.5478,0
J01328,33,Male,Black,1,Medium,1,HS Diploma,1,0.3569,0
J01329,20,Male,White,2,Low,0,Some College,1,0.4593,0
J01330,64,Male,Hispanic,1,High,0,HS Diploma,0,0.7697,1
J01331,25,Male,Hispanic,1,Medium,0,HS Diploma,0,0.6929,1
J01332,49,Male,White,2,Medium,1,No HS,0,0.5822,1
J01333,39,Male,Asian,0,Low,1,HS Diploma,0,0.2477,0
J01334,34,Male,Black,0,Medium,0,Some College,0,0.5413,0
J01335,44,Male,Black,4,Medium,0,HS Diploma,1,0.7378,1
J01336,62,Male,Black,0,Medium,1,College+,1,0.2511,0
J01337,20,Male,White,0,Low,0,No HS,0,0.4967,0
J01338,43,Male,Black,1,Medium,1,No HS,1,0.5025,0
J01339,52,Male,White,0,Medium,1,Some College,0,0.2758,0
J01340,30,Male,White,1,Medium,1,Some College,1,0.3348,0
J01341,34,Female,Hispanic,2,Medium,1,HS Diploma,0,0.5303,0
J01342,47,Male,White,2,Low,0,College+,0,0.5452,0
J01343,46,Female,White,1,High,0,HS Diploma,0,0.7193,1
J01344,31,Male,Hispanic,1,Medium,1,HS Diploma,0,0.475,0
J01345,47,Male,Hispanic,2,Low,1,College+,1,0.3241,0
J01346,54,Female,Black,0,Low,1,HS Diploma,1,0.2045,0
J01347,61,Female,Asian,1,Low,0,Some College,1,0.3134,0
J01348,55,Male,Hispanic,3,Low,0,Some College,1,0.5673,1
J01349,26,Male,Black,1,Medium,1,No HS,0,0.5784,1
J01350,49,Male,Hispanic,0,Medium,0,College+,1,0.3913,0
J01351,21,Male,White,1,Low,0,No HS,0,0.6192,1
J01352,23,Male,Black,2,High,0,College+,0,0.7337,1
J01353,18,Female,Other,0,High,0,HS Diploma,1,0.4719,0
J01354,42,Female,Hispanic,2,Medium,0,HS Diploma,0,0.7119,1
J01355,57,Female,White,0,Low,0,No HS,0,0.5089,0
J01356,55,Male,Asian,1,High,0,Some College,1,0.4977,0
J01357,20,Male,Hispanic,4,Low,0,Some College,1,0.6866,1
J01358,38,Male,White,4,Low,0,College+,0,0.631,1
J01359,31,Male,Hispanic,1,Medium,0,HS Diploma,1,0.5638,1
J01360,47,Male,Other,1,Low,0,HS Diploma,1,0.4125,0
J01361,19,Male,White,0,Low,1,College+,1,0.1177,0
J01362,39,Male,White,0,Medium,0,HS Diploma,1,0.4353,0
J01363,30,Female,Black,1,High,1,HS Diploma,0,0.5558,1
J01364,42,Female,White,2,High,1,HS Diploma,1,0.4884,0
J01365,60,Female,Hispanic,2,High,1,College+,0,0.583,1
J01366,28,Female,White,0,Medium,1,HS Diploma,0,0.3081,0
J01367,27,Female,Black,1,Low,1,Some College,0,0.3332,0
J01368,61,Male,Asian,1,Low,1,HS Diploma,1,0.1896,0
J01369,54,Male,Hispanic,3,Medium,0,Some College,0,0.7499,1
J01370,42,Male,White,3,Medium,1,College+,1,0.4572,0
J01371,61,Male,Hispanic,2,Medium,0,Some College,1,0.5691,1
J01372,52,Female,Black,1,Low,1,No HS,0,0.482,0
J01373,36,Male,Other,0,Medium,1,Some College,1,0.2353,0
J01374,45,Male,White,0,Medium,0,Some College,0,0.5323,0
J01375,59,Male,Black,1,High,0,HS Diploma,1,0.5967,1
J01376,60,Male,White,1,High,1,College+,1,0.3977,0
J01377,27,Male,Black,2,Low,1,College+,1,0.3508,0
J01378,32,Female,White,0,Medium,0,Some College,1,0.372,0
J01379,49,Male,Asian,3,Low,1,Some College,1,0.4049,0
J01380,20,Male,Black,0,Low,1,HS Diploma,0,0.3579,0
J01381,41,Male,Asian,0,Low,1,College+,0,0.2685,0
J01382,27,Male,Hispanic,0,Low,0,Some College,1,0.4295,0
J01383,61,Male,White,1,Medium,1,HS Diploma,1,0.3873,0
J01384,47,Male,White,2,High,1,HS Diploma,1,0.5958,1
J01385,58,Male,Black,0,Medium,1,Some College,0,0.4073,0
J01386,50,Male,Other,1,Medium,1,No HS,1,0.365,0
J01387,62,Male,Hispanic,2,Medium,1,HS Diploma,0,0.6037,1
J01388,42,Male,Hispanic,0,Medium,0,Some College,1,0.4473,0
J01389,56,Female,Black,0,Low,0,Some College,1,0.3728,0
J01390,56,Male,White,1,Low,1,No HS,1,0.3024,0
J01391,42,Male,White,0,High,0,No HS,1,0.6487,1
J01392,55,Female,Hispanic,1,Medium,0,No HS,0,0.6774,1
J01393,29,Male,White,0,Low,0,Some College,1,0.254,0
J01394,21,Female,White,4,Medium,1,Some College,1,0.492,0
J01395,45,Male,Hispanic,1,Medium,1,Some College,1,0.3832,0
J01396,37,Male,White,1,High,0,Some College,1,0.514,0
J01397,27,Male,Hispanic,1,Low,1,No HS,0,0.5072,0
J01398,48,Male,White,2,Medium,1,No HS,1,0.4806,0
J01399,36,Male,White,2,High,1,Some College,1,0.4321,0
J01400,19,Male,White,0,High,1,Some College,1,0.2985,0
J01401,21,Male,Hispanic,2,Medium,0,HS Diploma,1,0.6309,1
J01402,32,Female,Black,1,Medium,1,No HS,1,0.4519,0
J01403,55,Male,White,2,High,1,HS Diploma,1,0.4435,0
J01404,50,Male,White,3,Medium,1,HS Diploma,1,0.5086,0
J01405,35,Female,Other,0,High,1,Some College,1,0.2934,0
J01406,57,Male,Hispanic,1,Medium,0,College+,1,0.5011,0
J01407,49,Male,Hispanic,2,High,0,Some College,0,0.8054,1
J01408,49,Male,Black,4,High,1,HS Diploma,1,0.7434,1
J01409,30,Male,Black,1,Medium,1,HS Diploma,1,0.4322,0
J01410,33,Male,Hispanic,2,Low,0,No HS,0,0.8071,1
J01411,50,Female,Hispanic,2,Low,0,HS Diploma,1,0.4787,0
J01412,51,Male,White,2,High,1,Some College,1,0.4612,0
J01413,31,Female,Hispanic,3,Low,1,Some College,0,0.4641,0
J01414,64,Female,Hispanic,0,High,0,HS Diploma,0,0.5883,1
J01415,19,Male,Black,3,Low,1,College+,1,0.4091,0
J01416,30,Male,Black,0,High,0,College+,1,0.5171,0
J01417,46,Female,Hispanic,1,High,1,College+,0,0.4482,0
J01418,60,Male,Hispanic,1,High,0,HS Diploma,1,0.7522,1
J01419,59,Female,White,2,Low,0,Some College,0,0.5065,0
J01420,51,Male,Black,0,High,1,College+,1,0.3364,0
J01421,34,Male,Other,0,Medium,0,Some College,1,0.4102,0
J01422,20,Male,Hispanic,2,Low,0,HS Diploma,0,0.6122,1
J01423,47,Female,Other,1,High,0,No HS,1,0.6032,1
J01424,21,Male,Hispanic,2,Low,0,College+,1,0.4038,0
J01425,48,Male,Black,2,Low,1,College+,1,0.3769,0
J01426,22,Male,Black,3,Medium,1,Some College,1,0.5658,1
J01427,19,Male,Hispanic,2,Medium,0,HS Diploma,1,0.6471,1
J01428,21,Male,Hispanic,1,High,0,College+,0,0.6995,1
J01429,61,Male,Hispanic,1,Low,0,College+,1,0.3835,0
J01430,55,Female,Asian,0,Low,1,Some College,0,0.2404,0
J01431,44,Male,White,0,High,0,HS Diploma,1,0.6017,1
J01432,44,Male,Hispanic,2,Low,1,HS Diploma,0,0.5155,0
J01433,32,Male,Black,0,Low,0,No HS,0,0.5906,1
J01434,56,Female,Asian,2,High,0,Some College,1,0.5282,0
J01435,55,Male,Black,1,Medium,0,HS Diploma,1,0.5912,1
J01436,31,Male,Asian,2,Low,0,College+,1,0.3722,0
J01437,35,Male,Black,1,High,1,HS Diploma,1,0.5303,0
J01438,46,Female,White,2,High,0,No HS,1,0.6477,1
J01439,24,Male,Black,0,High,0,Some College,1,0.5253,0
J01440,55,Male,Hispanic,0,Low,0,No HS,1,0.4561,0
J01441,41,Female,Hispanic,0,Low,0,Some College,0,0.4949,0
J01442,55,Male,Hispanic,0,Medium,1,HS Diploma,0,0.3994,0
J01443,23,Female,White,3,Medium,0,Some College,1,0.5193,0
J01444,37,Male,Other,2,Medium,1,HS Diploma,0,0.6068,1
J01445,59,Male,White,0,High,0,Some College,1,0.4537,0
J01446,53,Male,Black,3,Low,1,HS Diploma,0,0.5985,1
J01447,27,Female,Black,2,Medium,1,HS Diploma,1,0.4606,0
J01448,39,Male,Asian,1,High,0,Some College,0,0.6707,1
J01449,50,Male,Hispanic,1,Medium,0,No HS,1,0.5693,1
J01450,40,Male,Black,1,Medium,0,College+,0,0.5909,1
J01451,63,Male,White,1,Medium,0,Some College,1,0.466,0
J01452,58,Male,White,2,Low,1,College+,1,0.2611,0
J01453,59,Female,Black,0,Medium,1,No HS,1,0.3416,0
J01454,21,Male,White,3,Low,1,No HS,0,0.5308,0
J01455,38,Male,Black,1,Low,0,HS Diploma,0,0.6257,1
J01456,30,Male,White,2,High,0,Some College,0,0.7101,1
J01457,59,Male,Hispanic,0,Low,1,HS Diploma,0,0.4025,0
J01458,30,Female,Hispanic,0,Medium,1,Some College,0,0.341,0
J01459,29,Male,Black,3,High,0,Some College,0,0.9081,1
J01460,41,Female,White,1,Low,0,No HS,0,0.5604,1
J01461,52,Female,White,0,Medium,1,Some College,0,0.3025,0
J01462,36,Female,Black,0,Medium,1,College+,0,0.3033,0
J01463,26,Male,Hispanic,1,Medium,1,Some College,0,0.4942,0
J01464,30,Female,Hispanic,2,Low,0,College+,1,0.4609,0
J01465,39,Female,Black,0,Low,1,HS Diploma,0,0.3152,0
J01466,57,Male,White,2,Low,0,No HS,1,0.5317,0
J01467,53,Male,White,0,Low,1,HS Diploma,0,0.299,0
J01468,45,Male,White,0,Medium,0,Some College,0,0.4982,0
J01469,58,Female,White,1,High,1,Some College,0,0.4437,0
J01470,24,Male,White,2,Medium,1,HS Diploma,1,0.4247,0
J01471,47,Male,White,2,Low,0,HS Diploma,1,0.4633,0
J01472,48,Male,Hispanic,1,High,1,HS Diploma,0,0.5947,1
J01473,28,Male,White,1,Medium,0,College+,0,0.5042,0
J01474,47,Male,Hispanic,0,Medium,1,HS Diploma,1,0.4106,0
J01475,32,Female,White,1,Medium,1,HS Diploma,1,0.3363,0
J01476,30,Male,Hispanic,0,High,1,Some College,1,0.3806,0
J01477,52,Female,White,3,Medium,1,No HS,1,0.5151,0
J01478,52,Male,White,1,Medium,1,Some College,1,0.2801,0
J01479,37,Female,White,1,High,0,Some College,1,0.4996,0
J01480,60,Male,Other,0,Medium,1,College+,0,0.2879,0
J01481,40,Male,Black,1,Low,1,College+,0,0.355,0
J01482,54,Female,Black,2,High,1,College+,1,0.5016,0
J01483,37,Male,Other,0,Low,1,HS Diploma,0,0.3074,0
J01484,36,Male,Hispanic,0,Medium,0,College+,0,0.5902,1
J01485,61,Male,White,0,Medium,0,Some College,0,0.384,0
J01486,35,Male,Black,2,Low,1,HS Diploma,1,0.4186,0
J01487,21,Female,Hispanic,3,High,1,Some College,1,0.5402,0
J01488,25,Male,Hispanic,1,Low,0,HS Diploma,0,0.472,0
J01489,63,Male,White,2,Medium,1,HS Diploma,1,0.4297,0
J01490,47,Male,Hispanic,0,Medium,0,HS Diploma,0,0.5682,1
J01491,37,Male,Black,1,Medium,0,College+,1,0.5287,0
J01492,25,Male,Hispanic,0,Low,1,HS Diploma,1,0.2818,0
J01493,22,Male,Black,2,Low,0,Some College,0,0.6038,1
J01494,58,Male,Black,2,High,1,Some College,1,0.5485,0
J01495,51,Male,Hispanic,0,Medium,0,College+,0,0.5475,0
J01496,57,Female,Hispanic,0,Medium,0,Some College,0,0.4193,0
J01497,24,Male,Black,1,Medium,1,HS Diploma,0,0.5124,0
J01498,39,Male,White,2,Low,1,Some College,1,0.3,0
J01499,26,Male,Black,2,High,0,College+,1,0.6497,1
J01500,28,Male,White,2,High,1,HS Diploma,1,0.5022,0
J01501,29,Female,White,0,High,0,HS Diploma,1,0.5282,0
J01502,25,Male,Black,0,High,0,HS Diploma,1,0.646,1
J01503,49,Male,White,0,Medium,0,HS Diploma,1,0.3626,0
J01504,34,Male,White,1,Medium,1,No HS,0,0.5346,0
J01505,43,Female,White,1,Low,0,College+,0,0.4015,0
J01506,50,Male,White,0,High,0,College+,1,0.4657,0
J01507,43,Male,Black,2,High,1,Some College,1,0.6142,1
J01508,39,Female,White,0,Medium,1,Some College,1,0.2002,0
J01509,20,Male,Black,2,Medium,1,College+,1,0.4947,0
J01510,48,Male,Hispanic,2,High,0,HS Diploma,0,0.8815,1
J01511,31,Female,Hispanic,2,Medium,1,Some College,0,0.5551,1
J01512,35,Male,White,1,High,1,College+,1,0.3529,0
J01513,51,Male,Black,0,Medium,0,Some College,1,0.4742,0
J01514,57,Male,Black,1,Medium,0,HS Diploma,0,0.6768,1
J01515,34,Male,White,1,Medium,1,College+,1,0.2322,0
J01516,58,Male,Black,0,Low,1,HS Diploma,0,0.4227,0
J01517,29,Male,Black,3,Low,1,College+,1,0.4505,0
J01518,56,Male,Black,1,Low,1,College+,1,0.2522,0
J01519,50,Male,Black,0,Low,1,Some College,1,0.2542,0
J01520,49,Male,Black,4,Medium,0,No HS,1,0.8117,1
J01521,38,Female,Other,1,Medium,0,College+,0,0.3614,0
J01522,31,Female,Hispanic,3,Low,1,College+,0,0.4662,0
J01523,19,Male,White,0,Low,0,No HS,0,0.5689,1
J01524,24,Male,Black,0,Medium,1,Some College,1,0.2898,0
J01525,32,Female,White,2,Medium,1,HS Diploma,0,0.466,0
J01526,48,Male,Black,1,Low,1,HS Diploma,1,0.3207,0
J01527,45,Male,Hispanic,3,Medium,0,Some College,1,0.6583,1
J01528,58,Male,White,1,Low,1,Some College,0,0.3097,0
J01529,25,Female,White,0,Medium,1,No HS,1,0.2834,0
J01530,24,Male,White,4,Low,1,No HS,0,0.6088,1
J01531,53,Male,White,2,Low,1,College+,1,0.2505,0
J01532,27,Male,Hispanic,0,Low,0,HS Diploma,0,0.466,0
J01533,56,Male,Black,1,Medium,0,HS Diploma,1,0.4945,0
J01534,64,Male,Black,0,Medium,0,College+,1,0.454,0
J01535,47,Male,Black,0,Low,1,No HS,1,0.3504,0
J01536,62,Male,White,2,Medium,1,Some College,1,0.3767,0
J01537,57,Male,White,3,High,0,Some College,1,0.7158,1
J01538,58,Male,Asian,2,Low,1,Some College,1,0.2377,0
J01539,58,Male,Black,4,Medium,1,Some College,0,0.77,1
J01540,22,Male,Black,0,Medium,1,Some College,0,0.4099,0
J01541,38,Female,Hispanic,0,Low,1,College+,0,0.272,0
J01542,23,Male,White,0,Medium,1,Some College,1,0.1686,0
J01543,33,Female,Hispanic,2,Medium,1,HS Diploma,1,0.4212,0
J01544,33,Male,Hispanic,3,Medium,1,HS Diploma,0,0.72,1
J01545,41,Male,White,1,High,1,HS Diploma,0,0.5701,1
J01546,63,Male,White,2,Medium,1,College+,1,0.2797,0
J01547,36,Male,White,2,Medium,1,HS Diploma,0,0.5372,0
J01548,36,Male,White,0,Medium,1,College+,1,0.1595,0
J01549,54,Male,White,0,High,1,Some College,1,0.2787,0
J01550,50,Male,White,0,Medium,1,College+,1,0.1597,0
J01551,22,Female,White,1,Medium,0,HS Diploma,0,0.5558,1
J01552,26,Female,Black,0,Medium,1,Some College,1,0.2796,0
J01553,38,Female,White,1,Medium,0,College+,0,0.4353,0
J01554,24,Male,White,3,Medium,0,Some College,0,0.6933,1
J01555,59,Male,Black,1,High,1,HS Diploma,1,0.4893,0
J01556,42,Male,Hispanic,4,High,0,Some College,1,0.83,1
J01557,64,Female,Asian,1,Medium,0,College+,1,0.3855,0
J01558,38,Male,Black,0,High,1,No HS,0,0.5498,0
J01559,61,Male,White,1,High,0,College+,1,0.4603,0
J01560,30,Male,Black,0,High,0,Some College,0,0.6393,1
J01561,38,Male,Other,0,Low,1,College+,1,0.1309,0
J01562,27,Male,Asian,0,Low,1,No HS,1,0.2035,0
J01563,41,Male,Hispanic,2,Medium,0,HS Diploma,1,0.6556,1
J01564,44,Male,Hispanic,3,Medium,0,College+,1,0.5727,1
J01565,50,Male,Hispanic,1,Low,0,HS Diploma,1,0.4358,0
J01566,43,Male,White,0,Medium,0,HS Diploma,1,0.3976,0
J01567,53,Female,Black,2,Medium,1,HS Diploma,1,0.4419,0
J01568,34,Male,Hispanic,2,Medium,1,HS Diploma,1,0.4425,0
J01569,38,Male,White,0,Medium,1,No HS,1,0.2707,0
J01570,62,Female,Asian,0,Low,1,Some College,1,0.0462,0
J01571,19,Female,White,0,High,1,HS Diploma,1,0.3565,0
J01572,32,Male,White,3,Medium,0,College+,1,0.56,1
J01573,61,Female,White,1,Low,0,HS Diploma,0,0.5412,0
J01574,19,Male,Black,1,Medium,1,College+,0,0.4484,0
J01575,24,Female,Black,0,Low,1,Some College,0,0.3158,0
J01576,53,Male,White,0,Medium,1,College+,1,0.2405,0
J01577,63,Male,Hispanic,0,Medium,1,College+,1,0.2676,0
J01578,60,Male,White,0,Low,1,College+,1,0.0959,0
J01579,49,Male,Black,0,Medium,1,Some College,0,0.3932,0
J01580,20,Male,Black,1,Medium,1,College+,1,0.3639,0
J01581,20,Male,Asian,1,Low,0,No HS,1,0.4945,0
J01582,50,Male,Asian,0,High,1,No HS,0,0.5414,0
J01583,62,Female,White,1,Medium,1,Some College,0,0.3532,0
J01584,42,Male,Black,2,High,0,College+,1,0.6577,1
J01585,54,Female,Other,0,Medium,0,HS Diploma,1,0.394,0
J01586,53,Female,White,0,Medium,0,College+,1,0.29,0
J01587,52,Male,White,0,High,0,HS Diploma,1,0.4605,0
J01588,36,Male,Hispanic,3,Medium,1,Some College,1,0.4812,0
J01589,62,Male,Black,0,Medium,1,College+,1,0.232,0
J01590,36,Male,Asian,0,Low,0,College+,1,0.2751,0
J01591,50,Male,Black,0,Low,1,Some College,1,0.211,0
J01592,35,Male,Black,0,Medium,1,Some College,1,0.4027,0
J01593,44,Male,Asian,1,Medium,0,No HS,1,0.5718,1
J01594,47,Female,Black,3,Medium,1,No HS,1,0.6641,1
J01595,48,Male,Black,2,High,1,College+,1,0.5902,1
J01596,56,Male,Hispanic,0,High,1,HS Diploma,1,0.4113,0
J01597,20,Male,Black,1,Low,1,No HS,0,0.5594,1
J01598,39,Male,White,1,Medium,0,Some College,0,0.5539,1
J01599,27,Male,Black,0,Medium,0,HS Diploma,1,0.5528,1
J01600,25,Female,Black,1,Low,1,HS Diploma,0,0.3589,0
J01601,51,Male,Other,0,Medium,0,HS Diploma,1,0.4289,0
J01602,59,Male,White,0,High,0,HS Diploma,1,0.53,0
J01603,35,Female,Hispanic,0,Low,1,College+,0,0.2858,0
J01604,29,Male,White,0,Medium,0,HS Diploma,1,0.3704,0
J01605,63,Male,Black,2,Medium,1,Some College,0,0.5547,1
J01606,49,Male,Black,0,Medium,0,HS Diploma,0,0.6145,1
J01607,19,Male,Asian,1,High,0,Some College,1,0.5671,1
J01608,34,Male,Black,0,Medium,1,HS Diploma,0,0.5306,0
J01609,29,Male,Hispanic,0,Low,1,Some College,0,0.3217,0
J01610,24,Male,Hispanic,0,Low,0,College+,1,0.3393,0
J01611,32,Male,Black,0,Low,1,HS Diploma,0,0.4168,0
J01612,19,Male,White,2,Medium,0,College+,1,0.493,0
J01613,44,Male,White,3,Medium,0,No HS,0,0.7731,1
J01614,43,Male,White,1,Medium,0,No HS,0,0.6195,1
J01615,42,Male,White,2,Medium,0,HS Diploma,1,0.5966,1
J01616,29,Male,White,1,Low,1,HS Diploma,0,0.3585,0
J01617,34,Female,Black,1,Medium,0,Some College,0,0.5571,1
J01618,18,Male,Other,1,Low,0,No HS,1,0.4348,0
J01619,48,Male,Hispanic,2,Medium,0,No HS,0,0.7877,1
J01620,57,Male,White,3,High,1,No HS,1,0.6728,1
J01621,22,Male,Black,2,Medium,0,College+,0,0.7084,1
J01622,45,Male,Black,3,Low,1,HS Diploma,1,0.5145,0
J01623,45,Male,Black,1,Medium,0,Some College,1,0.4847,0
J01624,25,Female,Black,2,Medium,0,Some College,1,0.5489,0
J01625,31,Male,White,1,High,1,Some College,1,0.3238,0
J01626,23,Female,Asian,2,High,0,College+,0,0.7052,1
J01627,35,Male,Black,2,Medium,1,HS Diploma,0,0.5235,0
J01628,54,Female,Hispanic,2,Low,0,HS Diploma,1,0.5232,0
J01629,27,Male,Black,0,Low,1,HS Diploma,1,0.3138,0
J01630,64,Male,White,0,Low,0,No HS,0,0.5298,0
J01631,52,Male,Hispanic,1,Low,1,No HS,1,0.463,0
J01632,52,Male,Asian,1,High,1,Some College,0,0.4663,0
J01633,34,Female,Black,2,Medium,1,No HS,1,0.5064,0
J01634,63,Male,White,0,Medium,1,No HS,1,0.2468,0
J01635,44,Male,Black,3,Medium,0,HS Diploma,0,0.8356,1
J01636,41,Male,Black,2,High,1,HS Diploma,0,0.6701,1
J01637,27,Female,Black,0,Low,1,No HS,1,0.3307,0
J01638,34,Male,Asian,1,Medium,0,No HS,1,0.5209,0
J01639,62,Male,Hispanic,0,Medium,0,College+,0,0.5085,0
J01640,50,Female,Black,0,Medium,0,College+,0,0.5528,1
J01641,50,Female,Black,3,Medium,1,HS Diploma,0,0.6092,1
J01642,34,Male,White,2,Low,0,College+,1,0.464,0
J01643,35,Female,White,0,High,1,College+,0,0.2732,0
J01644,61,Female,Black,0,Medium,1,Some College,1,0.2918,0
J01645,55,Male,White,2,Low,1,Some College,0,0.4167,0
J01646,24,Female,White,2,Medium,1,College+,0,0.3819,0
J01647,43,Male,Black,2,High,0,Some College,1,0.7444,1
J01648,18,Female,Black,1,High,1,Some College,1,0.462,0
J01649,28,Female,Hispanic,4,Low,0,No HS,1,0.7342,1
J01650,27,Male,White,2,Medium,1,Some College,1,0.3507,0
J01651,48,Male,White,1,Medium,1,College+,1,0.245,0
J01652,42,Female,White,1,Low,1,Some College,1,0.2232,0
J01653,18,Male,Black,0,High,1,Some College,0,0.4763,0
J01654,60,Male,Black,4,Low,0,No HS,1,0.7675,1
J01655,20,Female,White,0,Low,1,College+,1,0.0123,0
J01656,18,Male,Hispanic,1,High,1,HS Diploma,1,0.4971,0
J01657,24,Male,Hispanic,1,Medium,1,Some College,1,0.442,0
J01658,60,Male,Hispanic,0,Low,1,HS Diploma,0,0.3693,0
J01659,31,Male,White,0,High,1,HS Diploma,1,0.3154,0
J01660,40,Male,Black,1,Medium,1,Some College,0,0.5468,0
J01661,34,Male,Black,3,Medium,1,HS Diploma,0,0.6384,1
J01662,31,Male,White,2,Medium,1,HS Diploma,0,0.5513,1
J01663,26,Male,Other,1,Medium,1,College+,1,0.2573,0
J01664,38,Female,Hispanic,0,Medium,1,No HS,0,0.4643,0
J01665,62,Male,White,3,Medium,0,No HS,1,0.745,1
J01666,19,Male,Black,1,Medium,0,No HS,1,0.58,1
J01667,49,Male,White,0,Low,1,Some College,1,0.1368,0
J01668,25,Male,Hispanic,0,Low,1,HS Diploma,1,0.2839,0
J01669,53,Male,White,4,Low,0,HS Diploma,1,0.632,1
J01670,43,Female,Asian,2,Low,1,Some College,1,0.2365,0
J01671,54,Male,Hispanic,0,Low,1,HS Diploma,1,0.2445,0
J01672,32,Female,Black,0,Low,1,HS Diploma,1,0.2181,0
